human_symbol,n_mutations,n_altered_samples,n_profiled_samples,incidence_pct,is_cancer_gene
ZNF573,13,11,147,7.5,No
ZNF596,13,11,147,7.5,No
ZNF597,13,12,147,8.2,No
ZNF598,13,10,147,6.8,No
ZNF611,13,9,147,6.1,No
ZNF615,13,11,147,7.5,No
ZNF708,13,10,147,6.8,No
ZNF74,13,12,147,8.2,No
ZNF786,13,11,147,7.5,No
ZNF837,13,13,147,8.8,No
ZNF85,13,12,147,8.2,No
ZNF865,13,10,147,6.8,No
ZNF880,13,9,147,6.1,No
ZPLD1,13,12,147,8.2,No
AADAT,12,12,147,8.2,No
AASDH,12,11,147,7.5,No
ABHD16A,12,12,147,8.2,No
ACCSL,12,10,147,6.8,No
ACKR3,12,12,176,6.8,Yes
ACOD1,12,11,147,7.5,No
ACOX3,12,11,147,7.5,No
ACP4,12,11,147,7.5,No
ACTL7A,12,11,147,7.5,No
ACVR1,12,10,147,6.8,Yes
ADA2,12,11,147,7.5,No
ADAD2,12,11,147,7.5,No
ADGRG6,12,9,147,6.1,No
ADH7,12,11,147,7.5,No
ADIPOQ,12,10,147,6.8,No
ADNP2,12,9,147,6.1,No
ADRA1D,12,11,147,7.5,No
ADSS1,12,12,147,8.2,No
AGO1,12,12,147,8.2,Yes
AHCYL2,12,10,147,6.8,No
AHI1,12,10,147,6.8,No
ALDH8A1,12,11,147,7.5,No
AMY2A,12,11,147,7.5,No
ANGPTL1,12,10,147,6.8,No
ANGPTL7,12,11,147,7.5,No
ANKRD13B,12,11,147,7.5,No
ANKRD13C,12,8,147,5.4,No
ANKRD18B,12,11,147,7.5,No
ANKRD7,12,10,147,6.8,No
ANTXR2,12,11,147,7.5,No
ANXA11,12,11,147,7.5,No
AP2B1,12,11,147,7.5,No
APCDD1,12,12,147,8.2,Yes
APLF,12,11,147,7.5,No
ARHGAP4,12,11,147,7.5,No
ARID3C,12,12,147,8.2,Yes
ARMCX3,12,11,147,7.5,No
ATOSA,12,9,147,6.1,No
ATXN1L,12,12,147,8.2,No
B3GLCT,12,10,147,6.8,No
B4GALNT2,12,11,147,7.5,No
BACH1,12,9,147,6.1,Yes
BARHL1,12,11,147,7.5,No
BCO1,12,12,147,8.2,No
BICD2,12,11,147,7.5,No
BIN2,12,12,147,8.2,No
BLNK,12,11,147,7.5,No
BMP15,12,12,147,8.2,No
BOD1L2,12,9,147,6.1,No
BPIFA1,12,11,147,7.5,No
C11ORF24,12,11,147,7.5,No
C18ORF63,12,9,147,6.1,No
C1QTNF9B,12,12,147,8.2,No
C4BPB,12,11,147,7.5,No
C7ORF33,12,11,147,7.5,No
CA7,12,11,147,7.5,No
CACNG2,12,12,147,8.2,No
CACNG8,12,9,147,6.1,No
CALHM3,12,11,147,7.5,No
CAMK4,12,11,147,7.5,No
CANX,12,6,147,4.1,No
CAPN10,12,12,147,8.2,No
CAPN15,12,10,147,6.8,No
CAPN5,12,11,147,7.5,No
CAPSL,12,12,147,8.2,No
CASP9,12,12,147,8.2,No
CBFA2T2,12,9,147,6.1,No
CBX4,12,12,147,8.2,No
CCDC150,12,11,147,7.5,No
CCDC157,12,11,147,7.5,No
CCDC17,12,10,147,6.8,No
CCDC172,12,12,147,8.2,No
CCDC85A,12,11,147,7.5,No
CCDC91,12,9,147,6.1,No
CCN4,12,11,147,7.5,No
CCNF,12,12,147,8.2,No
CCR4,12,11,147,7.5,No
CCR7,12,10,147,6.8,No
CDC14B,12,11,147,7.5,No
CDCP2,12,10,147,6.8,No
CDHR4,12,11,147,7.5,No
CDK15,12,10,147,6.8,No
CDK18,12,12,147,8.2,No
CDKL2,12,12,147,8.2,No
CEACAM16,12,9,147,6.1,No
CELA3B,12,12,147,8.2,No
CEP120,12,11,147,7.5,No
