vaf_group,x,mean,lwr,upr,n_samples
TES Acetone,0.6046966731898238,5.342567405409759e-16,6.493185522840295e-17,1.0035816258535488e-15,4
TES Acetone,0.6066536203522505,7.241868243931835e-16,5.987518384943838e-16,8.496218102919831e-16,4
TES Acetone,0.6086105675146771,9.20849189713304e-16,1.7893211191135066e-16,1.6627662675152572e-15,4
TES Acetone,0.6105675146771037,1.0888217754372006e-15,5.871205696307456e-16,1.5905229812436557e-15,4
TES Acetone,0.6125244618395302,9.23834048147848e-16,2.7555623308257918e-16,1.5721118632131167e-15,4
TES Acetone,0.6144814090019569,9.583928775648259e-16,0,2.0308142625825712e-15,4
TES Acetone,0.6164383561643836,1.0679669299434955e-15,2.2893165466238395e-16,1.907002205224607e-15,4
TES Acetone,0.6183953033268101,1.3756700034688187e-15,0,3.3804877307101135e-15,4
TES Acetone,0.6203522504892367,1.3823760632171735e-15,6.618670639158898e-16,2.1028850625184572e-15,4
TES Acetone,0.6223091976516634,1.6712732004215026e-15,9.603302133124606e-16,2.3822161875305445e-15,4
TES Acetone,0.62426614481409,1.2127934469322027e-15,0,2.6675894200526286e-15,4
TES Acetone,0.6262230919765166,9.573020781857698e-16,2.37759576616087e-16,1.6768445797554525e-15,4
TES Acetone,0.6281800391389432,8.268913586522113e-16,1.8225811816096473e-16,1.4715245991434578e-15,4
TES Acetone,0.6301369863013698,4.3568750006104165e-16,0,1.0145040637093191e-15,4
TES Acetone,0.6320939334637965,4.19540957879614e-16,0,8.860638404093463e-16,4
TES Acetone,0.6340508806262231,3.2185987193757796e-16,0,7.623882671515727e-16,4
TES Acetone,0.6360078277886496,2.6810369248882892e-16,1.6114811144906176e-17,5.200925738327517e-16,4
TES Acetone,0.6379647749510763,2.0788673916450741e-16,7.15014052193404e-17,3.442720731096744e-16,4
TES Acetone,0.639921722113503,2.6392379551648145e-16,0,6.876031135309205e-16,4
TES Acetone,0.6418786692759295,2.045508721007942e-16,0,7.273688506068914e-16,4
TES Acetone,0.6438356164383561,1.228774573325136e-16,0,5.009456591880391e-16,4
TES Acetone,0.6457925636007827,8.058415295805921e-17,0,1.8507656186791787e-16,4
TES Acetone,0.6477495107632094,9.517537216213078e-17,0,2.733474699827353e-16,4
TES Acetone,0.649706457925636,4.679923504644796e-17,0,1.633306692141866e-16,4
TES Acetone,0.6516634050880625,4.633032481044567e-17,0,1.3699016765004904e-16,4
TES Acetone,0.6536203522504892,9.261632481453399e-17,0,2.202484026246143e-16,4
TES Acetone,0.6555772994129159,2.27019209306816e-16,0,5.780930606537694e-16,4
TES Acetone,0.6575342465753424,3.2065839116028345e-16,0,8.698628422368991e-16,4
TES Acetone,0.659491193737769,1.506478029508769e-16,0,4.334124592069033e-16,4
TES Acetone,0.6614481409001957,1.3261716880045556e-16,0,4.643659036903924e-16,4
TES Acetone,0.6634050880626223,1.6205641729842255e-17,0,5.868647986292796e-17,4
TES Acetone,0.6653620352250489,4.152799096039231e-17,0,1.7368859235814804e-16,4
