gene_symbol,Morphologically normal,HF papilloma,HF SCC,Skin papilloma,Skin SCC
Snx21,1,0,0,0,0
Bbs7,1,0,0,0,0
Rxfp4,1,0,0,0,0
Hrnr,1,0,0,0,0
Prok1,1,0,0,0,0
Col25a1,1,0,0,0,0
Tnc,1,0,0,0,0
Phtf2,1,0,0,0,0
Tyms,1,0,0,0,0
Tacc3,1,0,0,0,0
Htra3,1,0,0,0,0
Rbm47,1,0,0,0,0
Rpap2,1,0,0,0,0
Ssmem1,1,0,0,0,0
Nup205,1,0,0,0,0
Hoxa1,1,0,0,0,0
Arhgap25,1,0,0,0,0
Lrp6,1,0,0,0,0
Gga2,1,0,0,0,0
Gm10131,1,0,0,0,0
Amfr,1,0,0,0,0
Agt,1,0,0,0,0
Eef1a1,1,0,0,0,0
Ip6k2,1,0,0,0,0
Porcn,1,0,0,0,0
Zfp300,1,0,0,0,0
Vgll1,1,0,0,0,0
Laptm5,0,0,0,1,0
Pax7,0,0,0,1,0
Lat,0,0,0,1,0
Vmn2r104,1,0,0,0,0
Wdr90,1,0,0,0,0
Cmklr1,1,0,0,0,0
Unc5d,1,0,0,0,0
Plp1,1,0,0,0,0
Mdh1b,1,0,0,0,0
Chrng,1,0,0,0,0
Marco,1,0,0,0,0
L3mbtl3,1,0,0,0,0
Pcbd1,1,0,0,0,0
Rrp1,1,0,0,0,0
Mon2,1,0,0,0,0
Tns3,1,0,0,0,0
Phf12,1,0,0,0,0
Slfn1,1,0,0,0,0
Brip1,1,0,0,0,0
Krtap16-1,1,0,0,0,0
Otop2,1,0,0,0,0
Scfd1,1,0,0,0,0
Ralgapa1,1,0,0,0,0
Txndc5,1,0,0,0,0
Hsd17b3,1,0,0,0,0
Vcl,1,0,0,0,0
Olfr739,1,0,0,0,0
Rnf31,1,0,0,0,0
Nynrin,1,0,0,0,0
Clybl,1,0,0,0,0
Derl1,1,0,0,0,0
Arc,1,0,0,0,0
Vasn,1,0,0,0,0
Olfr170,1,0,0,0,0
Pros1,1,0,0,0,0
Pigq,1,0,0,0,0
Sik1,1,0,0,0,0
Zfp955b,1,0,0,0,0
Nfya,1,0,0,0,0
Add3,1,0,0,0,0
Olfr1167,1,0,0,0,0
Lrp4,1,0,0,0,0
Lpcat4,1,0,0,0,0
Pak6,1,0,0,0,0
Aldh1b1,1,0,0,0,0
Pappa,1,0,0,0,0
Cabs1,1,0,0,0,0
Anapc7,1,0,0,0,0
Mmp17,1,0,0,0,0
Lfng,1,0,0,0,0
Arpc1b,1,0,0,0,0
Gm10319,1,0,0,0,0
Aspdh,1,0,0,0,0
Nsmce3,1,0,0,0,0
Olfr661,1,0,0,0,0
Tead1,1,0,0,0,0
Gpr26,1,0,0,0,0
Echs1,1,0,0,0,0
Olfr532,1,0,0,0,0
Isyna1,1,0,0,0,0
Itfg1,1,0,0,0,0
Ubl7,1,0,0,0,0
Iqch,1,0,0,0,0
Nck1,1,0,0,0,0
Lamb2,1,0,0,0,0
Fbxw16,1,0,0,0,0
Dlec1,1,0,0,0,0
Gripap1,1,0,0,0,0
Trip12,1,0,0,0,0
Cxcr4,1,0,0,0,0
Srgap2,1,0,0,0,0
Xcl1,1,0,0,0,0
Ifi207,1,0,0,0,0
Ahctf1,1,0,0,0,0
Nt5dc3,1,0,0,0,0
Kera,1,0,0,0,0
Sh3pxd2b,1,0,0,0,0
Arhgap44,1,0,0,0,0
Prpf8,1,0,0,0,0
Tbx2,1,0,0,0,0
Abcc3,1,0,0,0,0
Epn3,1,0,0,0,0
Nxph3,1,0,0,0,0
Nup85,1,0,0,0,0
Fasn,1,0,0,0,0
Nbas,1,0,0,0,0
Cpsf3,1,0,0,0,0
Nova1,1,0,0,0,0
Heatr5a,1,0,0,0,0
Aldh6a1,1,0,0,0,0
Gpatch2l,1,0,0,0,0
Zdhhc22,1,0,0,0,0
Rin3,1,0,0,0,0
Adssl1,1,0,0,0,0
Gli3,1,0,0,0,0
H4c1,1,0,0,0,0
Prl7b1,1,0,0,0,0
Clptm1l,1,0,0,0,0
Tert,1,0,0,0,0
Ldb3,1,0,0,0,0
Wdhd1,1,0,0,0,0
Lgi3,1,0,0,0,0
Vwa8,1,0,0,0,0
Otulinl,1,0,0,0,0
Spag1,1,0,0,0,0
Klhl38,1,0,0,0,0
Sla,1,0,0,0,0
Zfp623,1,0,0,0,0
Gm44579,1,0,0,0,0
Hmox2,1,0,0,0,0
Abcc1,1,0,0,0,0
Prodh,1,0,0,0,0
Zdhhc23,1,0,0,0,0
Cmss1,1,0,0,0,0
Acsbg2,1,0,0,0,0
Man2a1,1,0,0,0,0
Ppp4r1,1,0,0,0,0
Thada,1,0,0,0,0
Lhcgr,1,0,0,0,0
Zfp438,1,0,0,0,0
Ndst1,1,0,0,0,0
Impa2,1,0,0,0,0
Me2,1,0,0,0,0
Olfr1444,1,0,0,0,0
Anxa1,1,0,0,0,0
Abhd17b,1,0,0,0,0
Cd274,1,0,0,0,0
Slc35g1,1,0,0,0,0
Cpn1,1,0,0,0,0
Fbh1,1,0,0,0,0
Slc2a6,1,0,0,0,0
Ak1,1,0,0,0,0
Olfr1231,1,0,0,0,0
Celf1,1,0,0,0,0
Ccdc9b,1,0,0,0,0
Knl1,1,0,0,0,0
Slc24a5,1,0,0,0,0
Mcm8,1,0,0,0,0
Entpd6,1,0,0,0,0
Snta1,1,0,0,0,0
Neurl2,1,0,0,0,0
Tshz2,1,0,0,0,0
Lama5,1,0,0,0,0
Intu,1,0,0,0,0
Mfsd1,1,0,0,0,0
Gba,1,0,0,0,0
Gba2,1,0,0,0,0
Olfr275,1,0,0,0,0
Snx30,1,0,0,0,0
Kdm4c,1,0,0,0,0
Fam151a,1,0,0,0,0
Osbpl9,1,0,0,0,0
A3galt2,1,0,0,0,0
Ccdc28b,1,0,0,0,0
Col16a1,1,0,0,0,0
Hadha,1,0,0,0,0
2310003L06Rik,1,0,0,0,0
Tmem211,1,0,0,0,0
Sppl3,1,0,0,0,0
Kctd7,1,0,0,0,0
Srrm3,1,0,0,0,0
Fscn1,1,0,0,0,0
Rnf216,1,0,0,0,0
Rfc3,1,0,0,0,0
Ica1,1,0,0,0,0
Tnpo3,1,0,0,0,0
Cpa5,1,0,0,0,0
Prss2,1,0,0,0,0
Tet3,1,0,0,0,0
Tex261,1,0,0,0,0
Washc2,1,0,0,0,0
Itfg2,1,0,0,0,0
Igbp1b,1,0,0,0,0
Zfp112,1,0,0,0,0
Hamp2,1,0,0,0,0
Prmt1,1,0,0,0,0
Tubgcp5,1,0,0,0,0
Ntrk3,1,0,0,0,0
Olfr518,1,0,0,0,0
B4galnt4,1,0,0,0,0
Cpe,1,0,0,0,0
Gmip,1,0,0,0,0
Isx,1,0,0,0,0
Trmt1,1,0,0,0,0
Kctd19,1,0,0,0,0
Piezo1,1,0,0,0,0
Vstm5,1,0,0,0,0
Hmbs,1,0,0,0,0
Phldb1,1,0,0,0,0
Stoml1,1,0,0,0,0
Scg3,1,0,0,0,0
Lamp2,1,0,0,0,0
Bclaf3,1,0,0,0,0
