gene_symbol,group,n_samples,n_mutations,datasets,samples,max_gt_AF
Amer1,Morphologically normal,1,1,WES,hairfollicle03-a3,0.814
Amer1,Skin papilloma,1,1,WES,skin04-c5-t2,0.063
Amer2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.093
Amer3,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.037
Amfr,Morphologically normal,1,1,WES,skin05-b5-t2,0.058
Amigo3,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.12
Amot,Morphologically normal,3,3,WES,hairfollicle04-c6-t3; hairfollicle05-b5-t3; hairfollicle05-c7-t2,0.199
Amotl1,Morphologically normal,2,2,TES; WES,hairfollicle21-d3-w8; skin05-b5-t2,0.25
Amotl2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.066
Ampd1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.031
Ampd2,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.031
Amph,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.054
Amt,Skin papilloma,1,1,WES,skin04-c5-t2,0.036
Anapc4,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.067
Anapc7,Morphologically normal,1,1,WES,skin05-c7-t2,0.058
Ang5,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.047
Angel2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.037
Angel2,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.043
Angpt1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.136
Angptl6,Morphologically normal,1,1,WES,skin04-c6-t2,0.048
Ank2,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.133
Ank2,Skin papilloma,1,1,WES,skin04-c5-t2,0.083
Ankar,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.067
Ankfn1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.063
Ankfn1,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.051
Ankfy1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.059
Ankhd1,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; skin04-c6-t2,0.095
Ankk1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.079
Ankrd11,Morphologically normal,1,1,WES,skin04-c6-t2,0.026
Ankrd26,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.094
Ankrd28,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.143
Ankrd33,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.1
Ankrd39,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.033
Ankrd42,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.031
Ankrd50,Skin papilloma,1,1,WES,skin04-c4-t2,0.049
Ankrd6,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; skin05-c6,0.099
Ankrd65,Skin papilloma,1,1,WES,skin04-c4-t2,0.045
Anks1,Skin papilloma,1,1,WES,skin04-c2-t2,0.037
Anks3,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.126
Anks6,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; skin05-b5-t2,0.075
Anln,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.187
Ano2,Skin papilloma,1,1,WES,skin04-c2-t2,0.049
Ano4,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.075
Ano5,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.119
Ano5,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.048
Ano6,Skin papilloma,1,1,WES,skin04-c2-t2,0.049
Ano9,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.021
Anxa1,Morphologically normal,1,1,WES,skin05-e5-t2,0.035
Anxa6,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.03
Aox1,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.04
Aox2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.026
Aox4,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.094
Ap1b1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.119
Ap1m1,Morphologically normal,1,2,WES,hairfollicle05-c7-t2,0.067
Ap2a2,Morphologically normal,1,1,WES,skin04-c6-t2,0.03
Ap2b1,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.038
Ap3b1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.167
Ap3b2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.136
Ap3b2,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.018
Ap3b2,Skin papilloma,1,1,WES,skin04-c5-t2,0.034
Ap4e1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.054
Ap5b1,Morphologically normal,1,1,WES,skin04-c6-t2,0.053
Apaf1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.25
Apaf1,Skin papilloma,1,1,WES,skin04-c2-t2,0.049
Apba2,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; skin04-c6-t2,0.187
Apbb2,Skin papilloma,1,1,WES,skin04-c5-t2,0.03
Apbb3,Morphologically normal,1,1,WES,skin04-c6-t2,0.026
Apc2,Morphologically normal,1,1,WES,skin04-c6-t2,0.04
Apcdd1,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-b1-t3,0.165
Apob,Morphologically normal,5,5,TES; WES,hairfollicle04-c6-t3; hairfollicle05-c7-t2; hairfollicle21-c5-w14; hairfollicle21-f6-w17; hairfollicle21-g2-w8,0.263
Apob,HF SCC,3,3,TES,hairfollicle21-b6-w14; hairfollicle21-c6-w14; hairfollicle21-f6-w19,0.461
Apol10b,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.028
Apol10b,Skin papilloma,1,1,WES,skin04-c5-t2,0.024
Apol11a,Morphologically normal,1,1,WES,skin04-c6-t2,0.059
Apol7c,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.027
Apold1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.036
Appl1,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.124
Aqr,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; skin04-c6-t2,0.158
Arap1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.111
Arap1,Skin papilloma,1,1,WES,skin04-c5-t2,0.077
Arap3,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.103
Arc,Morphologically normal,1,1,WES,skin05-c7-t2,0.067
Arcn1,Morphologically normal,4,2,WES,hairfollicle05-e5-t3; skin04-c6-t2; skin05-b1-t2; skin05-e5-t2,0.053
Arcn1,HF papilloma,3,3,WES,hairfollicle04-c2-t3; hairfollicle04-c4-t3; hairfollicle04-c5-t3,0.071
Arcn1,Skin papilloma,1,2,WES,skin04-c4-t2,0.034
Arfgap3,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.071
Arfgef1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.196
Arfgef2,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.037
Arfgef3,Morphologically normal,3,5,WES,hairfollicle05-b1-t3; hairfollicle05-c7-t2; skin05-e5-t2,0.175
Arfgef3,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.053
Arg2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.028
Arhgap10,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.066
Arhgap12,Morphologically normal,1,1,WES,skin05-b1-t2,0.038
Arhgap20,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.023
Arhgap21,Morphologically normal,1,1,WES,skin05-c7-t2,0.046
Arhgap21,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.032
Arhgap22,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.065
Arhgap22,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.03
Arhgap23,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.1
Arhgap23,Skin papilloma,1,1,WES,skin04-c4-t2,0.034
Arhgap25,Morphologically normal,1,1,WES,skin05-b5-t2,0.054
Arhgap27,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-c7-t2,0.095
Arhgap31,Skin papilloma,1,1,WES,skin04-c4-t2,0.07
Arhgap33,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.037
Arhgap33os,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.026
Arhgap36,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.031
Arhgap40,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
Arhgap44,Morphologically normal,1,1,WES,skin05-e5-t2,0.077
Arhgap45,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.024
Arhgap5,Skin papilloma,1,1,WES,skin04-c5-t2,0.07
Arhgap6,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.053
Arhgdig,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.036
Arhgef10,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.106
Arhgef11,Morphologically normal,2,2,WES,hairfollicle05-e5-t3; skin05-c7-t2,0.092
Arhgef12,Skin papilloma,1,1,WES,skin04-c5-t2,0.04
Arhgef19,Skin papilloma,1,1,WES,skin04-c2-t2,0.055
Arhgef40,Skin papilloma,1,1,WES,skin04-c5-t2,0.088
Arhgef6,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.176
Arhgef7,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.115
Arhgef7,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.046
Arid1a,Morphologically normal,3,3,TES,hairfollicle21-d4-w17; hairfollicle21-g2-w17; hairfollicle21-g7-w19,0.347
Arid1a,HF papilloma,1,1,TES,hairfollicle21-d6-w17,0.085
Arid1a,HF SCC,1,1,TES,hairfollicle21-b6-w8,0.249
Arid1b,Morphologically normal,2,2,TES,hairfollicle21-f2-w14; hairfollicle21-g2-w19,0.2
Arid2,HF SCC,1,2,TES,hairfollicle21-c6-w14,0.059
Arid2,Skin papilloma,1,1,WES,skin04-c4-t2,0.061
Arid3b,Skin papilloma,1,1,WES,skin04-c5-t2,0.091
Arid5b,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.044
Arl13b,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.033
Arl14ep,Skin papilloma,1,1,WES,skin04-c5-t2,0.041
Arl16,Skin papilloma,1,1,WES,skin04-c4-t2,0.024
Arl3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.032
Arl5c,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; skin05-c7-t2,0.067
Armc3,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.038
Armc4,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.093
Armc6,Skin papilloma,1,1,WES,skin04-c2-t2,0.043
Armc7,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.037
Armcx2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.167
Armcx2,Skin papilloma,1,1,WES,skin04-c5-t2,0.038
Armcx4,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.022
Armh3,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.047
Arpc1b,Morphologically normal,1,1,WES,skin05-c7-t2,0.067
Arrdc1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.023
Arrdc2,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.064
Arsa,Morphologically normal,2,2,WES,hairfollicle05-b1-t3; hairfollicle05-b5-t3,0.118
Arsg,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.125
Arsj,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.065
Arsj,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.025
Arsk,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.023
Art2b,Skin papilloma,1,1,WES,skin04-c5-t2,0.036
Asap1,Morphologically normal,1,2,WES,hairfollicle05-c7-t2,0.144
Asap2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.13
Asb1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.15
Asb14,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.048
Asb15,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.026
Asb2,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-e5-t3,0.07
Asb3,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.052
Asb4,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.075
Asb7,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.185
Asb8,Morphologically normal,1,1,WES,skin05-b5-t2,0.048
Ascc2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.119
Ascc3,Morphologically normal,3,3,WES,hairfollicle04-c6-t3; hairfollicle05-b1-t3; hairfollicle05-c7-t2,0.12
Asf1b,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.114
Asgr2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.033
Ash1l,Morphologically normal,2,2,TES; WES,hairfollicle04-c6-t3; hairfollicle21-f2-w17,0.357
Ash1l,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.035
Ash1l,HF SCC,1,1,TES,hairfollicle21-e3-w14,0.19
Ash2l,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.046
Asic2,Morphologically normal,1,1,WES,skin04-c6-t2,0.065
Asic3,Skin papilloma,1,1,WES,skin04-c5-t2,0.031
Asic4,Morphologically normal,1,2,WES,skin04-c6-t2,0.077
Asic4,Skin papilloma,1,1,WES,skin04-c5-t2,0.032
Asic5,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.055
Aspdh,Morphologically normal,1,1,WES,skin05-c7-t2,0.035
Asph,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.065
Aspm,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.074
Aspm,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.035
Aspscr1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
Ass1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.085
Aste1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.111
Astl,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.031
Astn1,Morphologically normal,1,1,WES,skin04-c6-t2,0.041
Astn2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.053
Astn2,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.042
Asxl1,Morphologically normal,3,3,TES; WES,hairfollicle05-c7-t2; hairfollicle21-c1-w17; hairfollicle21-f7-w14,0.364
Asxl1,HF SCC,3,3,TES,hairfollicle21-c7-w14; hairfollicle21-e4-w17; hairfollicle21-g6-w19,0.818
Asxl2,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.067
Asxl3,Morphologically normal,3,3,WES,hairfollicle04-c6-t3; hairfollicle05-b5-t3; hairfollicle05-e5-t3,0.06
Atad3a,Morphologically normal,3,3,WES,hairfollicle05-b1-t3; hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.176
Atad5,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.115
Ate1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.064
Atf3,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.12
Atf4,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.096
Atg16l1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.034
Atg2a,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-c7-t2,0.096
Atg4a-ps,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.026
Atg4c,Skin papilloma,1,1,WES,skin04-c5-t2,0.026
Atg5,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.083
Atg7,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.115
Atm,Morphologically normal,2,4,TES; WES,hairfollicle05-e5-t3; hairfollicle21-g1-w8,0.142
Atm,HF SCC,1,1,TES,hairfollicle21-b6-w8,0.078
Atp10a,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.025
Atp10d,Morphologically normal,2,3,WES,hairfollicle04-c6-t3; hairfollicle05-e5-t3,0.054
Atp11a,Morphologically normal,3,4,WES,hairfollicle05-b1-t3; hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.176
Atp13a5,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.143
Atp13a5,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.024
Atp1a1,Skin papilloma,1,1,WES,skin04-c2-t2,0.1
Atp1a3,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.058
Atp2a2,Morphologically normal,1,1,TES,hairfollicle21-d1-w8,0.14
Atp2b1,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.026
Atp2b2,Skin papilloma,1,1,WES,skin04-c2-t2,0.028
Atp2c2,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.047
Atp5e,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.158
Atp6ap1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.103
Atp6v0a2,Skin papilloma,1,1,WES,skin04-c5-t2,0.053
Atp6v0e2,Morphologically normal,1,1,WES,skin04-c6-t2,0.03
Atp6v1a,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.2
Atp6v1h,Skin papilloma,1,1,WES,skin04-c5-t2,0.034
Atp7a,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.052
Atp8a1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.123
Atp8a2,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.11
Atp8b1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.022
Atp8b3,Morphologically normal,3,3,WES,hairfollicle05-b1-t3; hairfollicle05-e5-t3; skin05-e5-t2,0.186
Atp8b3,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.023
Atp8b4,Skin papilloma,1,1,WES,skin04-c5-t2,0.032
Atp8b5,HF papilloma,2,2,WES,hairfollicle04-c2-t3; hairfollicle04-c5-t3,0.04
Atp8b5,Skin papilloma,1,2,WES,skin04-c5-t2,0.065
Atp9a,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.167
Atpaf2,Skin papilloma,1,1,WES,skin03-f6,0.035
Atr,Morphologically normal,2,2,WES,hairfollicle05-b5-t3; hairfollicle05-c7-t2,0.143
Atr,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.029
Atrn,Morphologically normal,1,1,WES,skin04-c6-t2,0.045
Atrnl1,Morphologically normal,1,1,WES,skin04-c6-t2,0.046
Atrx,Morphologically normal,5,6,TES; WES,hairfollicle21-c5-w14; hairfollicle21-d1-w8; hairfollicle21-f6-w8; hairfollicle21-g2-w14; skin05-e5-t2,0.311
Atxn2l,Morphologically normal,1,2,WES,hairfollicle05-c7-t2,0.12
Atxn7,Skin papilloma,1,1,WES,skin04-c5-t2,0.045
Atxn7l1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.13
Atxn7l1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.044
Auh,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.041
Auts2,Morphologically normal,1,2,WES,hairfollicle05-c7-t2,0.102
Avil,Skin papilloma,1,1,WES,skin04-c2-t2,0.027
Avl9,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.037
Avpr2,Morphologically normal,2,2,WES,hairfollicle05-e5-t3; skin04-c6-t2,0.039
Awat1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.032
Aym1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.106
B230219D22Rik,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.056
B3galnt2,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.086
B3galt2,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; skin04-c6-t2,0.102
B3galt5,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.054
B3gnt4,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.107
B4galnt1,Skin papilloma,1,1,WES,skin04-c5-t2,0.097
B4galnt3,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.157
B4galnt4,Morphologically normal,1,1,WES,skin05-e5-t2,0.027
B4galt7,Skin papilloma,1,1,WES,skin04-c5-t2,0.052
BB014433,Morphologically normal,3,4,WES,hairfollicle04-c6-t3; hairfollicle05-b1-t3; hairfollicle05-b5-t3,0.19
BB014433,HF papilloma,3,3,WES,hairfollicle04-c2-t3; hairfollicle04-c4-t3; hairfollicle04-c5-t3,0.038
BC024139,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-c7-t2,0.121
BC034090,HF papilloma,1,2,WES,hairfollicle04-c5-t3,0.05
BC051665,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.053
BC051665,HF papilloma,1,1,WES,hairfollicle04-c2-t3,0.03
BC067074,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.053
BC080695,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.022
Babam2,Morphologically normal,2,2,WES,hairfollicle05-c7-t2; hairfollicle05-e5-t3,0.057
Bag1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.107
Bag5,Morphologically normal,2,3,WES,hairfollicle05-c7-t2; skin04-c6-t2,0.071
Bag6,Morphologically normal,1,1,TES,hairfollicle21-c1-w17,0.09
Bahcc1,Morphologically normal,2,2,TES,skin21-d4-w19; skin21-g3-w19,0.016
Bahcc1,Skin papilloma,1,1,WES,skin04-c5-t2,0.1
Baiap2l2,Morphologically normal,2,2,WES,skin04-c6-t2; skin05-c7-t2,0.091
Baiap3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.024
Baiap3,Skin papilloma,1,1,WES,skin04-c5-t2,0.073
Bank1,HF papilloma,2,2,WES,hairfollicle04-c2-t3; hairfollicle04-c4-t3,0.058
Bap1,Skin papilloma,1,1,WES,skin04-c2-t2,0.049
Barhl2,Morphologically normal,1,1,WES,skin04-c6-t2,0.048
Batf2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.053
Baz1a,Morphologically normal,3,4,WES,hairfollicle05-b5-t3; hairfollicle05-e5-t3; skin04-c6-t2,0.077
Baz2a,Skin papilloma,1,1,WES,skin04-c5-t2,0.057
Bbs10,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.061
Bbs7,Morphologically normal,1,1,WES,skin05-b5-t2,0.071
Bbs9,Morphologically normal,6,3,TES,hairfollicle21-b5-w8; hairfollicle21-d1-w8; hairfollicle21-f1-w17; hairfollicle21-g1-w14; hairfollicle21-g1-w8; hairfollicle21-g5-w17,0.25
Bbs9,HF papilloma,4,2,TES; WES,hairfollicle04-c2-t3; hairfollicle21-e2-w14; hairfollicle21-e2-w8; hairfollicle21-f1-w14,0.25
Bbs9,HF SCC,1,1,TES,hairfollicle21-e3-w14,0.336
Bcar1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.089
Bcas3,Morphologically normal,1,1,TES,hairfollicle21-c1-w17,0.037
Bcat1,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.068
Bche,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.071
Bche,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.03
Bckdk,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.07
Bcl11b,Morphologically normal,3,4,TES; WES,hairfollicle21-f6-w17; hairfollicle21-g1-w8; skin04-c6-t2,0.151
Bcl2a1d,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.13
Bcl6,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.019
Bcl7a,Morphologically normal,1,1,WES,skin04-c6-t2,0.065
Bcl9,HF papilloma,2,3,WES,hairfollicle03-f6-t2; hairfollicle04-c4-t3,0.273
Bclaf3,Morphologically normal,1,1,WES,skin05-e5-t2,0.088
Bcor,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-b5-t3,0.073
Bcorl1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.047
Bcr,Morphologically normal,1,1,TES,hairfollicle21-f6-w17,0.134
Bcr,HF SCC,1,1,TES,hairfollicle21-g6-w19,0.437
Bdkrb1,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.06
Bdkrb2,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.023
Bdnf,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.026
Bdp1,Morphologically normal,1,1,WES,hairfollicle03-a3,0.543
Bend3,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.028
Bend5,Skin papilloma,1,1,WES,skin04-c5-t2,0.073
Best2,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.046
Best3,Morphologically normal,1,1,WES,hairfollicle04-c6-t3,0.122
Bfar,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.047
Bhlhe40,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.083
Bicra,Morphologically normal,1,1,TES,hairfollicle21-c5-w14,0.046
Bicra,HF papilloma,2,2,TES,hairfollicle21-e2-w8; hairfollicle21-f1-w8,0.232
Bicra,HF SCC,1,1,TES,hairfollicle21-b7-w8,0.473
Bicra,Skin papilloma,1,1,WES,skin04-c5-t2,0.097
Bik,Skin papilloma,1,1,WES,skin04-c5-t2,0.043
Bin1,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.024
Bin2,HF papilloma,1,1,WES,hairfollicle04-c4-t3,0.057
Birc6,Morphologically normal,1,1,WES,hairfollicle05-e5-t3,0.032
Blk,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.13
Blm,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.074
Blm,HF papilloma,2,3,TES,hairfollicle21-e2-w14; hairfollicle21-f1-w8,0.451
Blm,HF SCC,1,1,TES,hairfollicle21-b6-w14,0.385
Bloc1s2,Morphologically normal,1,1,WES,hairfollicle05-b1-t3,0.13
Bmp1,HF papilloma,2,2,WES,hairfollicle04-c4-t3; hairfollicle04-c5-t3,0.08
Bmp15,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.089
Bmp2k,Morphologically normal,2,2,WES,hairfollicle04-c6-t3; hairfollicle05-e5-t3,0.073
Bmp5,Morphologically normal,1,2,WES,hairfollicle04-c6-t3,0.08
Bmp6,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.044
Bmp8b,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.111
Bmper,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.036
Bmper,Skin papilloma,1,1,WES,skin04-c5-t2,0.061
Bmpr1a,Morphologically normal,1,1,WES,hairfollicle05-c7-t2,0.111
Bmpr2,Morphologically normal,1,1,WES,skin04-c6-t2,0.054
Bmpr2,Skin papilloma,1,1,WES,skin04-c5-t2,0.055
Bnc1,Skin papilloma,1,1,WES,skin04-c5-t2,0.02
Bnip5,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.065
Boc,Morphologically normal,1,1,WES,hairfollicle05-b5-t3,0.062
Bod1l,Morphologically normal,3,3,WES,hairfollicle04-c6-t3; hairfollicle05-e5-t3; skin05-e5-t2,0.072
Bola1,Skin papilloma,1,1,WES,skin04-c4-t2,0.06
Bpifa1,HF papilloma,1,1,WES,hairfollicle04-c5-t3,0.071
